Ride_ID,Booking_DateTime,Date,Time,Hour,Day_of_Week,Month,Time_Period,Is_Weekend,City,Distance_KM,Duration_Min,Ride_Type,Base_Fare,Surge_Multiplier,Total_Fare,Fare_Per_KM,Speed_KMH,Distance_Category,Fare_Category,Status,Payment_Method,Rating,Driver_ID,Customer_ID
RIDE100106,2024-03-17 20:27:00,2024-03-17,20:27:00,20,Sunday,March,Night,Weekend,Chennai,9.06,30.4,Premium,150,1.3,0.0,0.0,17.88,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR8916,CUST23979
RIDE100107,2024-03-01 12:36:00,2024-03-01,12:36:00,12,Friday,March,Afternoon,Weekday,Pune,10.67,31.7,Auto,25,1.0,102.12,9.57,20.2,Medium (5-15 km),Medium (₹50-150),Completed,UPI,2.0,DR7484,CUST45976
RIDE100108,2024-01-03 18:55:00,2024-01-03,18:55:00,18,Wednesday,January,Evening Peak,Weekday,Mumbai,17.84,33.3,Auto,25,2.0,278.35,15.6,32.14,Long (15-30 km),High (₹150-300),Completed,Wallet,4.0,DR4770,CUST89569
RIDE100109,2024-03-31 07:40:00,2024-03-31,07:40:00,7,Sunday,March,Early Morning,Weekend,Hyderabad,16.17,39.7,Auto,25,1.1,149.19,9.23,24.44,Long (15-30 km),Medium (₹50-150),Completed,Card,5.0,DR3240,CUST92345
RIDE100110,2024-01-25 20:41:00,2024-01-25,20:41:00,20,Thursday,January,Night,Weekday,Mumbai,11.4,33.2,SUV,100,1.5,506.1,44.39,20.6,Medium (5-15 km),Premium (₹300+),Completed,UPI,3.0,DR5835,CUST52823
RIDE100111,2024-04-16 05:12:00,2024-04-16,05:12:00,5,Tuesday,April,Early Morning,Weekday,Bangalore,6.5,25.5,Auto,25,1.1,84.29,12.97,15.29,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,5.0,DR5210,CUST73156
RIDE100112,2024-03-16 23:55:00,2024-03-16,23:55:00,23,Saturday,March,Late Night,Weekend,Pune,16.1,39.6,Mini,40,1.1,211.53,13.14,24.39,Long (15-30 km),High (₹150-300),Completed,Wallet,5.0,DR7511,CUST83048
RIDE100113,2024-04-03 02:50:00,2024-04-03,02:50:00,2,Wednesday,April,Late Night,Weekday,Kolkata,13.35,28.7,Mini,40,1.1,178.36,13.36,27.91,Medium (5-15 km),High (₹150-300),Completed,UPI,5.0,DR5295,CUST86619
RIDE100114,2024-04-07 20:23:00,2024-04-07,20:23:00,20,Sunday,April,Night,Weekend,Delhi,11.86,25.7,Bike,15,1.32,83.73,7.06,27.69,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,5.0,DR4626,CUST94889
RIDE100115,2024-01-17 20:52:00,2024-01-17,20:52:00,20,Wednesday,January,Night,Weekday,Ahmedabad,4.43,21.1,Bike,15,1.3,50.49,11.4,12.6,Short (0-5 km),Medium (₹50-150),Completed,Cash,2.0,DR1609,CUST49893
RIDE100116,2024-05-06 03:06:00,2024-05-06,03:06:00,3,Monday,May,Late Night,Weekday,Hyderabad,7.68,15.5,Auto,25,1.0,75.03,9.77,29.73,Medium (5-15 km),Medium (₹50-150),Completed,UPI,5.0,DR9850,CUST64935
RIDE100117,2024-05-30 23:46:00,2024-05-30,23:46:00,23,Thursday,May,Late Night,Weekday,Bangalore,14.48,36.6,Premium,150,1.2,637.32,44.01,23.74,Medium (5-15 km),Premium (₹300+),Completed,UPI,4.0,DR5583,CUST14288
RIDE100118,2024-06-25 11:13:00,2024-06-25,11:13:00,11,Tuesday,June,Morning Peak,Weekday,Ahmedabad,2.73,5.0,Premium,150,1.0,0.0,0.0,32.76,Short (0-5 km),Low (≤₹50),No Driver Available,,,DR6942,CUST23022
RIDE100119,2024-06-24 11:34:00,2024-06-24,11:34:00,11,Monday,June,Morning Peak,Weekday,Pune,6.62,26.2,Mini,40,1.0,112.54,17.0,15.16,Medium (5-15 km),Medium (₹50-150),Completed,Cash,3.0,DR8450,CUST22015
RIDE100120,2024-06-18 06:41:00,2024-06-18,06:41:00,6,Tuesday,June,Early Morning,Weekday,Mumbai,12.5,20.8,Mini,40,1.0,0.0,0.0,36.06,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR3063,CUST84000
RIDE100121,2024-02-22 02:53:00,2024-02-22,02:53:00,2,Thursday,February,Late Night,Weekday,Hyderabad,4.22,5.9,Auto,25,1.0,0.0,0.0,42.92,Short (0-5 km),Low (≤₹50),Cancelled,,,DR6383,CUST29340
RIDE100122,2024-06-01 00:17:00,2024-06-01,00:17:00,0,Saturday,June,Late Night,Weekend,Bangalore,6.93,22.7,Sedan,60,1.32,0.0,0.0,18.32,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR1422,CUST27275
RIDE100123,2024-01-04 11:50:00,2024-01-04,11:50:00,11,Thursday,January,Morning Peak,Weekday,Hyderabad,20.6,53.7,Auto,25,1.0,168.28,8.17,23.02,Long (15-30 km),High (₹150-300),Completed,Cash,2.0,DR7897,CUST78955
RIDE100124,2024-01-30 23:04:00,2024-01-30,23:04:00,23,Tuesday,January,Late Night,Weekday,Ahmedabad,21.86,53.7,Premium,150,1.1,793.6,36.3,24.42,Long (15-30 km),Premium (₹300+),Completed,Cash,4.0,DR1710,CUST96363
RIDE100125,2024-05-13 09:29:00,2024-05-13,09:29:00,9,Monday,May,Morning Peak,Weekday,Mumbai,7.37,22.1,Mini,40,1.5,25.0,3.39,20.01,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR2768,CUST74260
RIDE100126,2024-04-23 02:57:00,2024-04-23,02:57:00,2,Tuesday,April,Late Night,Weekday,Delhi,12.65,25.3,SUV,100,1.2,408.42,32.29,30.0,Medium (5-15 km),Premium (₹300+),Completed,Cash,5.0,DR9984,CUST52622
RIDE100127,2024-04-07 19:33:00,2024-04-07,19:33:00,19,Sunday,April,Evening Peak,Weekend,Chennai,9.22,15.6,Premium,150,2.16,806.54,87.48,35.46,Medium (5-15 km),Premium (₹300+),Completed,Card,3.0,DR4522,CUST66370
RIDE100128,2024-04-25 07:26:00,2024-04-25,07:26:00,7,Thursday,April,Early Morning,Weekday,Pune,7.41,17.4,Premium,150,1.0,341.7,46.11,25.55,Medium (5-15 km),Premium (₹300+),Completed,Card,4.0,DR6120,CUST97177
RIDE100129,2024-03-06 11:09:00,2024-03-06,11:09:00,11,Wednesday,March,Morning Peak,Weekday,Ahmedabad,4.25,5.9,Mini,40,1.0,75.65,17.8,43.22,Short (0-5 km),Medium (₹50-150),Completed,Cash,4.0,DR7105,CUST27054
RIDE100130,2024-05-22 01:37:00,2024-05-22,01:37:00,1,Wednesday,May,Late Night,Weekday,Pune,6.39,17.7,Bike,15,1.0,43.02,6.73,21.66,Medium (5-15 km),Low (≤₹50),Completed,Wallet,5.0,DR7929,CUST16743
RIDE100131,2024-03-14 19:19:00,2024-03-14,19:19:00,19,Thursday,March,Evening Peak,Weekday,Pune,12.02,27.7,Mini,40,1.8,273.31,22.74,26.04,Medium (5-15 km),High (₹150-300),Completed,Cash,4.0,DR2773,CUST55890
RIDE100132,2024-05-22 11:07:00,2024-05-22,11:07:00,11,Wednesday,May,Morning Peak,Weekday,Chennai,9.59,25.6,Auto,25,1.0,92.15,9.61,22.48,Medium (5-15 km),Medium (₹50-150),Completed,UPI,5.0,DR1430,CUST89822
RIDE100133,2024-06-17 22:17:00,2024-06-17,22:17:00,22,Monday,June,Night,Weekday,Mumbai,17.53,32.1,Sedan,60,1.1,311.8,17.79,32.77,Long (15-30 km),Premium (₹300+),Completed,UPI,4.0,DR1100,CUST33777
RIDE100134,2024-02-06 18:42:00,2024-02-06,18:42:00,18,Tuesday,February,Evening Peak,Weekday,Kolkata,1.33,5.0,Mini,40,1.2,65.17,49.0,15.96,Short (0-5 km),Medium (₹50-150),Completed,Wallet,3.0,DR9691,CUST38197
RIDE100135,2024-04-06 13:29:00,2024-04-06,13:29:00,13,Saturday,April,Afternoon,Weekend,Pune,8.52,20.2,Sedan,60,1.1,193.05,22.66,25.31,Medium (5-15 km),High (₹150-300),Completed,UPI,5.0,DR2391,CUST16895
RIDE100136,2024-02-09 05:48:00,2024-02-09,05:48:00,5,Friday,February,Early Morning,Weekday,Mumbai,23.04,58.4,Bike,15,1.0,113.32,4.92,23.67,Long (15-30 km),Medium (₹50-150),Completed,UPI,4.0,DR8242,CUST64287
RIDE100137,2024-03-10 06:48:00,2024-03-10,06:48:00,6,Sunday,March,Early Morning,Weekend,Delhi,17.0,47.6,SUV,100,1.1,495.22,29.13,21.43,Long (15-30 km),Premium (₹300+),Completed,UPI,5.0,DR9633,CUST97442
RIDE100138,2024-03-19 01:14:00,2024-03-19,01:14:00,1,Tuesday,March,Late Night,Weekday,Kolkata,7.55,13.8,Auto,25,1.0,73.1,9.68,32.83,Medium (5-15 km),Medium (₹50-150),Completed,UPI,4.0,DR3248,CUST43491
RIDE100139,2024-03-15 10:07:00,2024-03-15,10:07:00,10,Friday,March,Morning Peak,Weekday,Mumbai,5.76,8.8,Premium,150,2.0,574.4,99.72,39.27,Medium (5-15 km),Premium (₹300+),Completed,Cash,4.0,DR4770,CUST75570
RIDE100140,2024-05-23 21:51:00,2024-05-23,21:51:00,21,Thursday,May,Night,Weekday,Pune,3.05,10.7,Mini,40,1.0,72.05,23.62,17.1,Short (0-5 km),Medium (₹50-150),Completed,Card,4.0,DR8532,CUST20205
RIDE100141,2024-03-21 18:27:00,2024-03-21,18:27:00,18,Thursday,March,Evening Peak,Weekday,Kolkata,4.72,5.7,Bike,15,2.0,64.02,13.56,49.68,Short (0-5 km),Medium (₹50-150),Completed,Cash,2.0,DR6321,CUST32527
RIDE100142,2024-06-07 14:53:00,2024-06-07,14:53:00,14,Friday,June,Afternoon,Weekday,Pune,4.27,17.2,Mini,40,1.0,87.09,20.4,14.9,Short (0-5 km),Medium (₹50-150),Completed,Cash,4.0,DR7560,CUST78676
RIDE100143,2024-01-21 12:55:00,2024-01-21,12:55:00,12,Sunday,January,Afternoon,Weekend,Chennai,7.6,17.2,Bike,15,1.1,51.04,6.72,26.51,Medium (5-15 km),Medium (₹50-150),Completed,Card,3.0,DR2868,CUST79547
RIDE100144,2024-05-10 06:57:00,2024-05-10,06:57:00,6,Friday,May,Early Morning,Weekday,Pune,15.7,41.0,SUV,100,1.0,417.5,26.59,22.98,Long (15-30 km),Premium (₹300+),Completed,Card,5.0,DR4871,CUST23474
RIDE100145,2024-02-07 08:12:00,2024-02-07,08:12:00,8,Wednesday,February,Morning Peak,Weekday,Bangalore,23.0,52.5,Auto,25,1.2,215.25,9.36,26.29,Long (15-30 km),High (₹150-300),Completed,UPI,3.0,DR9095,CUST70811
RIDE100146,2024-05-24 18:28:00,2024-05-24,18:28:00,18,Friday,May,Evening Peak,Weekday,Pune,1.72,5.0,Bike,15,1.3,29.46,17.13,20.64,Short (0-5 km),Low (≤₹50),Completed,Cash,4.0,DR5961,CUST46002
RIDE100147,2024-05-31 01:22:00,2024-05-31,01:22:00,1,Friday,May,Late Night,Weekday,Delhi,12.87,27.9,SUV,100,1.1,383.74,29.82,27.68,Medium (5-15 km),Premium (₹300+),Completed,Cash,5.0,DR2257,CUST94497
RIDE100148,2024-01-24 19:38:00,2024-01-24,19:38:00,19,Wednesday,January,Evening Peak,Weekday,Kolkata,1.7,5.9,Premium,150,1.8,357.75,210.44,17.29,Short (0-5 km),Premium (₹300+),Completed,Card,5.0,DR8368,CUST84928
RIDE100149,2024-06-15 06:20:00,2024-06-15,06:20:00,6,Saturday,June,Early Morning,Weekend,Ahmedabad,7.75,15.1,Auto,25,1.0,0.0,0.0,30.79,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR8381,CUST23566
RIDE100150,2024-03-28 22:05:00,2024-03-28,22:05:00,22,Thursday,March,Night,Weekday,Bangalore,14.04,35.6,Mini,40,1.0,173.88,12.38,23.66,Medium (5-15 km),High (₹150-300),Completed,Wallet,4.0,DR3600,CUST57696
RIDE100151,2024-04-05 09:24:00,2024-04-05,09:24:00,9,Friday,April,Morning Peak,Weekday,Kolkata,17.58,32.9,SUV,100,2.0,859.0,48.86,32.06,Long (15-30 km),Premium (₹300+),Completed,Card,5.0,DR2079,CUST53213
RIDE100152,2024-01-25 17:43:00,2024-01-25,17:43:00,17,Thursday,January,Evening Peak,Weekday,Kolkata,8.39,27.6,SUV,100,1.3,365.36,43.55,18.24,Medium (5-15 km),Premium (₹300+),Completed,UPI,5.0,DR3463,CUST53694
RIDE100153,2024-01-21 18:42:00,2024-01-21,18:42:00,18,Sunday,January,Evening Peak,Weekend,Bangalore,9.83,15.3,SUV,100,1.56,433.76,44.13,38.55,Medium (5-15 km),Premium (₹300+),Completed,UPI,5.0,DR2388,CUST50577
RIDE100154,2024-05-23 12:41:00,2024-05-23,12:41:00,12,Thursday,May,Afternoon,Weekday,Pune,11.55,34.5,Sedan,60,1.0,227.25,19.68,20.09,Medium (5-15 km),High (₹150-300),Completed,Card,5.0,DR9624,CUST22249
RIDE100155,2024-06-14 21:27:00,2024-06-14,21:27:00,21,Friday,June,Night,Weekday,Pune,9.98,30.9,Mini,40,1.0,140.76,14.1,19.38,Medium (5-15 km),Medium (₹50-150),Completed,Cash,4.0,DR8967,CUST35166
RIDE100156,2024-02-27 04:09:00,2024-02-27,04:09:00,4,Tuesday,February,Late Night,Weekday,Delhi,16.74,41.3,SUV,100,1.0,433.7,25.91,24.32,Long (15-30 km),Premium (₹300+),Completed,UPI,5.0,DR9626,CUST14947
RIDE100157,2024-06-18 10:56:00,2024-06-18,10:56:00,10,Tuesday,June,Morning Peak,Weekday,Bangalore,10.75,20.1,Auto,25,1.5,140.74,13.09,32.09,Medium (5-15 km),Medium (₹50-150),Completed,Cash,5.0,DR3712,CUST67366
RIDE100158,2024-01-12 13:23:00,2024-01-12,13:23:00,13,Friday,January,Afternoon,Weekday,Hyderabad,11.59,37.1,Premium,150,1.0,474.55,40.94,18.74,Medium (5-15 km),Premium (₹300+),Completed,Card,5.0,DR4833,CUST79993
RIDE100159,2024-03-02 09:51:00,2024-03-02,09:51:00,9,Saturday,March,Morning Peak,Weekend,Ahmedabad,7.85,11.1,Sedan,60,1.56,0.0,0.0,42.43,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR8218,CUST70513
RIDE100160,2024-03-13 12:32:00,2024-03-13,12:32:00,12,Wednesday,March,Afternoon,Weekday,Kolkata,8.59,30.6,Sedan,60,1.0,50.0,5.82,16.84,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR3267,CUST42768
RIDE100161,2024-01-14 20:30:00,2024-01-14,20:30:00,20,Sunday,January,Night,Weekend,Pune,10.49,24.5,Auto,25,1.2,0.0,0.0,25.69,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR5670,CUST20993
RIDE100162,2024-02-11 08:28:00,2024-02-11,08:28:00,8,Sunday,February,Morning Peak,Weekend,Bangalore,11.53,20.3,Premium,150,1.0,25.0,2.17,34.08,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR1436,CUST64381
RIDE100163,2024-01-14 12:32:00,2024-01-14,12:32:00,12,Sunday,January,Afternoon,Weekend,Pune,19.18,50.8,Sedan,60,1.1,0.0,0.0,22.65,Long (15-30 km),Low (≤₹50),No Driver Available,,,DR7142,CUST39430
RIDE100164,2024-01-08 10:59:00,2024-01-08,10:59:00,10,Monday,January,Morning Peak,Weekday,Delhi,12.2,26.1,Bike,15,2.0,129.3,10.6,28.05,Medium (5-15 km),Medium (₹50-150),Completed,Cash,2.0,DR8740,CUST28191
RIDE100165,2024-06-29 15:28:00,2024-06-29,15:28:00,15,Saturday,June,Afternoon,Weekend,Mumbai,13.6,32.9,Mini,40,1.0,168.1,12.36,24.8,Medium (5-15 km),High (₹150-300),Completed,Card,4.0,DR9647,CUST65476
RIDE100166,2024-01-29 09:15:00,2024-01-29,09:15:00,9,Monday,January,Morning Peak,Weekday,Chennai,15.4,34.8,Mini,40,1.0,182.6,11.86,26.55,Long (15-30 km),High (₹150-300),Completed,UPI,5.0,DR2029,CUST24530
RIDE100167,2024-05-07 19:34:00,2024-05-07,19:34:00,19,Tuesday,May,Evening Peak,Weekday,Mumbai,6.4,17.8,Bike,15,1.8,77.58,12.12,21.57,Medium (5-15 km),Medium (₹50-150),Completed,Card,4.0,DR1025,CUST90584
RIDE100168,2024-03-31 07:36:00,2024-03-31,07:36:00,7,Sunday,March,Early Morning,Weekend,Kolkata,7.53,22.7,Sedan,60,1.2,203.22,26.99,19.9,Medium (5-15 km),High (₹150-300),Completed,UPI,4.0,DR9618,CUST81313
RIDE100169,2024-05-09 16:35:00,2024-05-09,16:35:00,16,Thursday,May,Afternoon,Weekday,Mumbai,7.55,13.1,Premium,150,1.0,0.0,0.0,34.58,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR7338,CUST58929
RIDE100170,2024-03-05 23:01:00,2024-03-05,23:01:00,23,Tuesday,March,Late Night,Weekday,Pune,15.9,38.7,Mini,40,1.1,209.0,13.14,24.65,Long (15-30 km),High (₹150-300),Completed,UPI,3.0,DR6447,CUST27486
RIDE100171,2024-01-12 11:34:00,2024-01-12,11:34:00,11,Friday,January,Morning Peak,Weekday,Pune,4.57,8.2,Bike,15,1.0,32.81,7.18,33.44,Short (0-5 km),Low (≤₹50),Completed,Card,4.0,DR8840,CUST92802
RIDE100172,2024-02-16 04:04:00,2024-02-16,04:04:00,4,Friday,February,Late Night,Weekday,Ahmedabad,13.29,22.9,Mini,40,1.1,171.52,12.91,34.82,Medium (5-15 km),High (₹150-300),Completed,Card,5.0,DR6170,CUST50642
RIDE100173,2024-05-11 12:52:00,2024-05-11,12:52:00,12,Saturday,May,Afternoon,Weekend,Ahmedabad,5.58,14.2,SUV,100,1.0,212.1,38.01,23.58,Medium (5-15 km),High (₹150-300),Completed,Cash,4.0,DR1783,CUST95948
RIDE100174,2024-03-25 08:07:00,2024-03-25,08:07:00,8,Monday,March,Morning Peak,Weekday,Pune,17.79,49.5,Premium,150,1.5,944.32,53.08,21.56,Long (15-30 km),Premium (₹300+),Completed,Wallet,4.0,DR4060,CUST75038
RIDE100175,2024-06-26 15:23:00,2024-06-26,15:23:00,15,Wednesday,June,Afternoon,Weekday,Chennai,6.75,9.0,Mini,40,1.0,96.25,14.26,45.0,Medium (5-15 km),Medium (₹50-150),Completed,Cash,5.0,DR3956,CUST81496
RIDE100176,2024-03-16 10:06:00,2024-03-16,10:06:00,10,Saturday,March,Morning Peak,Weekend,Delhi,18.93,37.3,SUV,100,2.2,1008.81,53.29,30.45,Long (15-30 km),Premium (₹300+),Completed,UPI,4.0,DR8272,CUST56077
RIDE100177,2024-04-24 01:46:00,2024-04-24,01:46:00,1,Wednesday,April,Late Night,Weekday,Pune,13.45,37.9,Auto,25,1.1,132.74,9.87,21.29,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,5.0,DR2229,CUST97973
RIDE100178,2024-06-12 12:23:00,2024-06-12,12:23:00,12,Wednesday,June,Afternoon,Weekday,Bangalore,12.35,24.6,Mini,40,1.0,151.05,12.23,30.12,Medium (5-15 km),High (₹150-300),Completed,UPI,5.0,DR1570,CUST26545
RIDE100179,2024-01-18 07:49:00,2024-01-18,07:49:00,7,Thursday,January,Early Morning,Weekday,Pune,10.46,29.3,SUV,100,1.0,315.5,30.16,21.42,Medium (5-15 km),Premium (₹300+),Completed,UPI,5.0,DR8371,CUST58623
RIDE100180,2024-04-05 14:48:00,2024-04-05,14:48:00,14,Friday,April,Afternoon,Weekday,Delhi,16.56,29.8,Auto,25,1.0,130.15,7.86,33.34,Long (15-30 km),Medium (₹50-150),Completed,UPI,4.0,DR5566,CUST42717
RIDE100181,2024-01-30 00:47:00,2024-01-30,00:47:00,0,Tuesday,January,Late Night,Weekday,Bangalore,12.37,28.2,Premium,150,1.2,561.48,45.39,26.32,Medium (5-15 km),Premium (₹300+),Completed,UPI,4.0,DR5264,CUST68493
RIDE100182,2024-02-24 19:18:00,2024-02-24,19:18:00,19,Saturday,February,Evening Peak,Weekend,Ahmedabad,17.41,37.4,Sedan,60,1.0,25.0,1.44,27.93,Long (15-30 km),Low (≤₹50),Cancelled,,,DR3828,CUST68341
RIDE100183,2024-01-23 21:54:00,2024-01-23,21:54:00,21,Tuesday,January,Night,Weekday,Pune,3.23,12.5,Bike,15,1.0,30.94,9.58,15.5,Short (0-5 km),Low (≤₹50),Completed,Cash,4.0,DR5914,CUST30644
RIDE100184,2024-06-30 22:40:00,2024-06-30,22:40:00,22,Sunday,June,Night,Weekend,Bangalore,15.42,28.6,SUV,100,1.2,466.2,30.23,32.35,Long (15-30 km),Premium (₹300+),Completed,Cash,3.0,DR9094,CUST13445
RIDE100185,2024-04-02 17:36:00,2024-04-02,17:36:00,17,Tuesday,April,Evening Peak,Weekday,Pune,6.96,17.4,Premium,150,1.8,598.86,86.04,24.0,Medium (5-15 km),Premium (₹300+),Completed,Wallet,2.0,DR7523,CUST72739
RIDE100186,2024-05-14 13:49:00,2024-05-14,13:49:00,13,Tuesday,May,Afternoon,Weekday,Kolkata,14.09,28.3,Auto,25,1.0,116.68,8.28,29.87,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,5.0,DR8372,CUST71057
RIDE100187,2024-06-23 16:22:00,2024-06-23,16:22:00,16,Sunday,June,Afternoon,Weekend,Bangalore,19.98,38.4,Auto,25,1.2,184.44,9.23,31.22,Long (15-30 km),High (₹150-300),Completed,Card,3.0,DR9238,CUST17263
RIDE100188,2024-02-01 16:09:00,2024-02-01,16:09:00,16,Thursday,February,Afternoon,Weekday,Chennai,14.42,35.4,Sedan,60,1.0,257.3,17.84,24.44,Medium (5-15 km),High (₹150-300),Completed,Wallet,4.0,DR9501,CUST47230
RIDE100189,2024-01-21 08:12:00,2024-01-21,08:12:00,8,Sunday,January,Morning Peak,Weekend,Chennai,10.37,19.9,Sedan,60,2.2,425.81,41.06,31.27,Medium (5-15 km),Premium (₹300+),Completed,Cash,5.0,DR3526,CUST32439
RIDE100190,2024-06-17 19:46:00,2024-06-17,19:46:00,19,Monday,June,Evening Peak,Weekday,Pune,25.64,58.2,Auto,25,1.0,0.0,0.0,26.43,Long (15-30 km),Low (≤₹50),Cancelled,,,DR2330,CUST15958
RIDE100191,2024-06-13 18:16:00,2024-06-13,18:16:00,18,Thursday,June,Evening Peak,Weekday,Hyderabad,10.94,25.3,Auto,25,1.5,148.01,13.53,25.94,Medium (5-15 km),Medium (₹50-150),Completed,Cash,5.0,DR9938,CUST47967
RIDE100192,2024-06-13 09:30:00,2024-06-13,09:30:00,9,Thursday,June,Morning Peak,Weekday,Hyderabad,10.82,31.4,Bike,15,1.5,94.74,8.76,20.68,Medium (5-15 km),Medium (₹50-150),Completed,Cash,2.0,DR8202,CUST64476
RIDE100193,2024-05-03 14:13:00,2024-05-03,14:13:00,14,Friday,May,Afternoon,Weekday,Pune,5.96,12.7,Auto,25,1.0,64.32,10.79,28.16,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,4.0,DR6658,CUST62260
RIDE100194,2024-02-03 11:32:00,2024-02-03,11:32:00,11,Saturday,February,Morning Peak,Weekend,Delhi,3.63,11.8,SUV,100,1.0,178.05,49.05,18.46,Short (0-5 km),High (₹150-300),Completed,UPI,4.0,DR2586,CUST16632
RIDE100195,2024-03-15 12:55:00,2024-03-15,12:55:00,12,Friday,March,Afternoon,Weekday,Kolkata,16.1,27.8,Sedan,60,1.0,0.0,0.0,34.75,Long (15-30 km),Low (≤₹50),No Driver Available,,,DR3616,CUST52917
RIDE100196,2024-05-27 23:20:00,2024-05-27,23:20:00,23,Monday,May,Late Night,Weekday,Hyderabad,5.17,17.3,Sedan,60,1.1,0.0,0.0,17.93,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR8648,CUST75373
RIDE100197,2024-03-19 15:01:00,2024-03-19,15:01:00,15,Tuesday,March,Afternoon,Weekday,Delhi,16.25,42.1,Premium,150,1.0,580.25,35.71,23.16,Long (15-30 km),Premium (₹300+),Completed,Wallet,4.0,DR6781,CUST16377
RIDE100198,2024-01-13 09:31:00,2024-01-13,09:31:00,9,Saturday,January,Morning Peak,Weekend,Ahmedabad,9.9,31.2,SUV,100,1.8,25.0,2.53,19.04,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR3194,CUST44664
RIDE100199,2024-04-03 12:23:00,2024-04-03,12:23:00,12,Wednesday,April,Afternoon,Weekday,Mumbai,11.93,26.1,Premium,150,1.0,453.85,38.04,27.43,Medium (5-15 km),Premium (₹300+),Completed,UPI,4.0,DR5728,CUST19637
RIDE100200,2024-04-08 16:28:00,2024-04-08,16:28:00,16,Monday,April,Afternoon,Weekday,Chennai,1.24,6.4,Auto,25,1.0,36.0,29.03,11.62,Short (0-5 km),Low (≤₹50),Completed,Cash,5.0,DR7453,CUST58915
RIDE100201,2024-03-27 17:23:00,2024-03-27,17:23:00,17,Wednesday,March,Evening Peak,Weekday,Bangalore,15.84,42.8,Sedan,60,1.8,508.68,32.11,22.21,Long (15-30 km),Premium (₹300+),Completed,UPI,2.0,DR3245,CUST53652
RIDE100202,2024-05-01 16:29:00,2024-05-01,16:29:00,16,Wednesday,May,Afternoon,Weekday,Bangalore,10.7,26.2,Auto,25,1.0,0.0,0.0,24.5,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR6373,CUST90356
RIDE100203,2024-03-22 05:25:00,2024-03-22,05:25:00,5,Friday,March,Early Morning,Weekday,Chennai,26.47,62.1,Auto,25,1.1,224.32,8.47,25.57,Long (15-30 km),High (₹150-300),Completed,UPI,4.0,DR5911,CUST72245
RIDE100204,2024-01-05 11:21:00,2024-01-05,11:21:00,11,Friday,January,Morning Peak,Weekday,Delhi,18.14,32.0,Premium,150,1.0,592.8,32.68,34.01,Long (15-30 km),Premium (₹300+),Completed,Card,5.0,DR1436,CUST88238
RIDE100205,2024-05-01 08:41:00,2024-05-01,08:41:00,8,Wednesday,May,Morning Peak,Weekday,Hyderabad,15.78,45.4,Bike,15,1.0,85.04,5.39,20.85,Long (15-30 km),Medium (₹50-150),Completed,Cash,5.0,DR7229,CUST29369
RIDE100206,2024-06-23 07:02:00,2024-06-23,07:02:00,7,Sunday,June,Early Morning,Weekend,Delhi,14.59,40.8,Sedan,60,1.0,267.1,18.31,21.46,Medium (5-15 km),High (₹150-300),Completed,UPI,4.0,DR4340,CUST63788
RIDE100207,2024-05-08 19:58:00,2024-05-08,19:58:00,19,Wednesday,May,Evening Peak,Weekday,Ahmedabad,11.4,19.3,Bike,15,2.0,117.7,10.32,35.44,Medium (5-15 km),Medium (₹50-150),Completed,Cash,4.0,DR6325,CUST96799
RIDE100208,2024-05-02 16:24:00,2024-05-02,16:24:00,16,Thursday,May,Afternoon,Weekday,Pune,6.13,13.6,Sedan,60,1.0,141.7,23.12,27.04,Medium (5-15 km),Medium (₹50-150),Completed,UPI,4.0,DR5331,CUST89963
RIDE100209,2024-05-03 06:15:00,2024-05-03,06:15:00,6,Friday,May,Early Morning,Weekday,Chennai,6.12,25.0,Auto,25,1.0,74.35,12.15,14.69,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,5.0,DR5735,CUST37168
RIDE100210,2024-06-25 22:31:00,2024-06-25,22:31:00,22,Tuesday,June,Night,Weekday,Pune,19.3,34.0,Premium,150,1.1,683.1,35.39,34.06,Long (15-30 km),Premium (₹300+),Completed,Wallet,5.0,DR5715,CUST25974
RIDE100211,2024-05-26 21:34:00,2024-05-26,21:34:00,21,Sunday,May,Night,Weekend,Kolkata,6.16,27.3,Premium,150,1.1,0.0,0.0,13.54,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR3399,CUST48070
